timestamp	platform	host	device	gpu_name	cpu_cores	ram_total_gb	param_count	model_id	prompt	rep	tokens	elapsed_s	tokens_per_sec	note
2026-05-09T21:27:24.189813+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	arith-generalist-v1	47 + 58	0	51	0.22	231.3	
2026-05-09T21:27:24.477989+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	arith-generalist-v1	47 + 58	1	51	0.185	276.3	
2026-05-09T21:27:24.701216+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	arith-generalist-v1	47 + 58	2	51	0.202	252.5	
2026-05-09T21:27:24.912791+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	arith-generalist-v1	47 + 58	3	51	0.19	268.9	
2026-05-09T21:27:25.204684+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	arith-generalist-v1	47 + 58	4	51	0.185	276.4	
2026-05-09T21:27:25.857632+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	curriculum-v1	12 * 34	0	80	0.303	264.0	
2026-05-09T21:27:26.198902+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	curriculum-v1	12 * 34	1	80	0.32	249.8	
2026-05-09T21:27:26.574078+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	curriculum-v1	12 * 34	2	80	0.303	264.3	
2026-05-09T21:27:26.906592+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	curriculum-v1	12 * 34	3	80	0.311	257.5	
2026-05-09T21:27:27.232347+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	curriculum-v1	12 * 34	4	80	0.305	262.3	
2026-05-09T21:27:27.713087+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	word-problem-v1	Sara has 3 apples and gets 4 more. How many?	0	58	0.229	253.6	
2026-05-09T21:27:27.957646+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	word-problem-v1	Sara has 3 apples and gets 4 more. How many?	1	58	0.224	259.0	
2026-05-09T21:27:28.217598+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	word-problem-v1	Sara has 3 apples and gets 4 more. How many?	2	58	0.241	240.9	
2026-05-09T21:27:28.479747+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	word-problem-v1	Sara has 3 apples and gets 4 more. How many?	3	58	0.235	246.7	
2026-05-09T21:27:28.724550+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	word-problem-v1	Sara has 3 apples and gets 4 more. How many?	4	58	0.224	259.2	
2026-05-09T21:27:29.339338+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	add_1d-v2	7 + 8	0	81	0.282	287.0	
2026-05-09T21:27:29.716910+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	add_1d-v2	7 + 8	1	81	0.307	264.2	
2026-05-09T21:27:30.053704+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	add_1d-v2	7 + 8	2	81	0.302	268.4	
2026-05-09T21:27:30.378742+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	add_1d-v2	7 + 8	3	81	0.305	265.8	
2026-05-09T21:27:30.767333+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	add_1d-v2	7 + 8	4	81	0.311	260.4	
2026-05-09T21:27:31.623375+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	add_2d-v2	47 + 58	0	92	0.346	265.6	
2026-05-09T21:27:32.015243+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	add_2d-v2	47 + 58	1	92	0.369	249.1	
2026-05-09T21:27:32.390356+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	add_2d-v2	47 + 58	2	92	0.353	260.4	
2026-05-09T21:27:32.778136+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	add_2d-v2	47 + 58	3	92	0.366	251.3	
2026-05-09T21:27:33.233579+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	add_2d-v2	47 + 58	4	92	0.352	261.3	
2026-05-09T21:27:33.990827+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	mul_1d-v2	8 * 7	0	95	0.372	255.7	
2026-05-09T21:27:34.437505+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	mul_1d-v2	8 * 7	1	95	0.389	244.2	
2026-05-09T21:27:34.833333+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	mul_1d-v2	8 * 7	2	95	0.374	253.9	
2026-05-09T21:27:35.200821+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	mul_1d-v2	8 * 7	3	95	0.349	272.5	
2026-05-09T21:27:35.650305+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	mul_1d-v2	8 * 7	4	95	0.338	281.0	
2026-05-09T21:27:36.610852+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	mul_2d-v2	23 * 46	0	129	0.471	274.2	
2026-05-09T21:27:37.121142+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	mul_2d-v2	23 * 46	1	129	0.489	263.9	
2026-05-09T21:27:37.612418+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	mul_2d-v2	23 * 46	2	129	0.472	273.5	
2026-05-09T21:27:38.123334+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	mul_2d-v2	23 * 46	3	129	0.49	263.4	
2026-05-09T21:27:38.634753+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	mul_2d-v2	23 * 46	4	129	0.491	262.9	
2026-05-09T21:27:39.194449+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	div_1d-v2	56 / 7	0	57	0.21	271.7	
2026-05-09T21:27:39.490479+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	div_1d-v2	56 / 7	1	57	0.241	236.7	
2026-05-09T21:27:39.724517+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	div_1d-v2	56 / 7	2	57	0.214	266.5	
2026-05-09T21:27:40.015365+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	div_1d-v2	56 / 7	3	57	0.235	242.5	
2026-05-09T21:27:40.270872+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	div_1d-v2	56 / 7	4	57	0.232	246.0	
2026-05-09T21:27:41.162197+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	sub_2d_borrow-v2	82 - 47	0	89	0.407	218.9	
2026-05-09T21:27:41.626962+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	sub_2d_borrow-v2	82 - 47	1	89	0.362	245.5	
2026-05-09T21:27:42.017086+00:00	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	sub_2d_borrow-v2	82 - 47	2	89	0.37	240.4	
