timestamp	git_commit	platform	host	device	gpu_name	cpu_cores	ram_total_gb	param_count	model_id	prompt	rep	tokens	elapsed_s	tokens_per_sec	note
2026-05-10T10:25:37.854154+00:00	c78f288	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	arith-generalist-v1	47 + 58	0	51	0.103	495.0	
2026-05-10T10:25:38.378363+00:00	c78f288	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	arith-generalist-v1	47 + 58	1	51	0.106	478.9	
2026-05-10T10:25:38.527326+00:00	c78f288	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	arith-generalist-v1	47 + 58	2	51	0.111	460.3	
2026-05-10T10:25:38.903770+00:00	c78f288	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	arith-generalist-v1	47 + 58	3	51	0.111	460.5	
2026-05-10T10:25:39.425095+00:00	c78f288	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	arith-generalist-v1	47 + 58	4	51	0.097	525.5	
2026-05-10T10:25:43.974596+00:00	c78f288	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	curriculum-v1	12 * 34	0	80	0.138	581.5	
2026-05-10T10:25:44.146168+00:00	c78f288	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	curriculum-v1	12 * 34	1	80	0.115	698.0	
2026-05-10T10:25:44.282427+00:00	c78f288	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	curriculum-v1	12 * 34	2	80	0.117	685.5	
2026-05-10T10:25:44.477499+00:00	c78f288	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	curriculum-v1	12 * 34	3	80	0.119	674.5	
2026-05-10T10:25:44.670699+00:00	c78f288	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	curriculum-v1	12 * 34	4	80	0.121	663.0	
2026-05-10T10:25:46.890681+00:00	c78f288	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	word-problem-v1	Sara has 3 apples and gets 4 more. How many?	0	58	0.097	596.1	
2026-05-10T10:25:47.010217+00:00	c78f288	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	word-problem-v1	Sara has 3 apples and gets 4 more. How many?	1	58	0.097	599.7	
2026-05-10T10:25:47.288501+00:00	c78f288	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	word-problem-v1	Sara has 3 apples and gets 4 more. How many?	2	58	0.096	607.0	
2026-05-10T10:25:47.402859+00:00	c78f288	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	word-problem-v1	Sara has 3 apples and gets 4 more. How many?	3	58	0.096	607.0	
2026-05-10T10:25:47.512177+00:00	c78f288	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	word-problem-v1	Sara has 3 apples and gets 4 more. How many?	4	58	0.089	651.2	
