timestamp	git_commit	platform	host	device	gpu_name	cpu_cores	ram_total_gb	param_count	model_id	prompt	rep	tokens	elapsed_s	tokens_per_sec	note
2026-05-10T01:51:27.297932+00:00	3819072	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	arith-generalist-v1	47 + 58	0	51	0.228	223.9	
2026-05-10T01:51:27.638925+00:00	3819072	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	arith-generalist-v1	47 + 58	1	51	0.208	245.1	
2026-05-10T01:51:27.873089+00:00	3819072	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	arith-generalist-v1	47 + 58	2	51	0.211	241.7	
2026-05-10T01:51:28.379896+00:00	3819072	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	arith-generalist-v1	47 + 58	3	51	0.209	243.8	
2026-05-10T01:51:28.627190+00:00	3819072	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	arith-generalist-v1	47 + 58	4	51	0.199	256.3	
2026-05-10T01:51:29.673589+00:00	3819072	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	curriculum-v1	12 * 34	0	80	0.356	224.7	
2026-05-10T01:51:30.200010+00:00	3819072	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	curriculum-v1	12 * 34	1	80	0.363	220.6	
2026-05-10T01:51:30.563283+00:00	3819072	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	curriculum-v1	12 * 34	2	80	0.344	232.6	
2026-05-10T01:51:31.111704+00:00	3819072	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	curriculum-v1	12 * 34	3	80	0.377	212.2	
2026-05-10T01:51:31.508286+00:00	3819072	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	curriculum-v1	12 * 34	4	80	0.375	213.5	
2026-05-10T01:51:32.043527+00:00	3819072	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	word-problem-v1	Sara has 3 apples and gets 4 more. How many?	0	58	0.241	240.9	
2026-05-10T01:51:32.312094+00:00	3819072	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	word-problem-v1	Sara has 3 apples and gets 4 more. How many?	1	58	0.249	233.2	
2026-05-10T01:51:32.567617+00:00	3819072	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	word-problem-v1	Sara has 3 apples and gets 4 more. How many?	2	58	0.235	247.0	
2026-05-10T01:51:32.833360+00:00	3819072	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	word-problem-v1	Sara has 3 apples and gets 4 more. How many?	3	58	0.246	235.7	
2026-05-10T01:51:33.114585+00:00	3819072	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	word-problem-v1	Sara has 3 apples and gets 4 more. How many?	4	58	0.261	222.2	
2026-05-10T01:51:33.868496+00:00	3819072	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	add_1d-v2	7 + 8	0	81	0.342	236.6	
2026-05-10T01:51:34.210455+00:00	3819072	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	add_1d-v2	7 + 8	1	81	0.324	249.8	
2026-05-10T01:51:34.571845+00:00	3819072	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	add_1d-v2	7 + 8	2	81	0.341	237.2	
2026-05-10T01:51:34.925795+00:00	3819072	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	add_1d-v2	7 + 8	3	81	0.331	244.4	
2026-05-10T01:51:35.277971+00:00	3819072	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	add_1d-v2	7 + 8	4	81	0.328	247.3	
2026-05-10T01:51:36.074424+00:00	3819072	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	add_2d-v2	47 + 58	0	92	0.376	244.8	
2026-05-10T01:51:36.490186+00:00	3819072	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	add_2d-v2	47 + 58	1	92	0.373	246.4	
2026-05-10T01:51:36.889418+00:00	3819072	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	add_2d-v2	47 + 58	2	92	0.376	244.5	
2026-05-10T01:51:37.284015+00:00	3819072	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	add_2d-v2	47 + 58	3	92	0.376	244.8	
2026-05-10T01:51:37.670503+00:00	3819072	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	add_2d-v2	47 + 58	4	92	0.365	251.9	
2026-05-10T01:51:38.455284+00:00	3819072	win-3090	DESKTOP-Q0QB0ME	cuda	NVIDIA GeForce RTX 3090	24	137.3	5160960	mul_1d-v2	8 * 7	0	95	0.369	257.3	
